SEMANA,ANO,PRENDA,UNIDADES
38,2021,CAMIBUSOS,29
38,2021,VESTIDOS,1
38,2021,BLUSAS,71
38,2021,CHAQUETAS,9
38,2021,JOGGER,38
39,2021,CAMISAS,75
39,2021,CAMISETAS,91
39,2021,BLUSAS,80
39,2021,PANTALON COLOR,141
39,2021,BERMUDA,2
39,2021,BUSOS,14
39,2021,TAPABOCAS,1
39,2021,CORREAS,9
39,2021,POLOS,47
39,2021,JEANS,370
39,2021,CAMIBUSOS,23
39,2021,CHAQUETAS,3
39,2021,JOGGER,19
39,2021,VESTIDOS,3
40,2021,BERMUDA,5
40,2021,CHAQUETAS,9
40,2021,VESTIDOS,3
40,2021,CAMIBUSOS,22
40,2021,BLUSAS,59
40,2021,CAMISETAS,71
40,2021,BUSOS,1
40,2021,PANTALON COLOR,149
40,2021,JOGGER,39
40,2021,CORREAS,6
40,2021,POLOS,58
40,2021,JEANS,334
40,2021,TAPABOCAS,1
40,2021,CAMISAS,78
41,2021,VESTIDOS,1
41,2021,JEANS,357
41,2021,CAMIBUSOS,17
41,2021,CAMISAS,73
41,2021,BERMUDA,3
41,2021,BUSOS,1
41,2021,JOGGER,33
41,2021,TAPABOCAS,3
41,2021,CHAQUETAS,3
41,2021,BLUSAS,79
41,2021,CORREAS,11
41,2021,POLOS,34
41,2021,PANTALON COLOR,166
41,2021,CAMISETAS,54
42,2021,VESTIDOS,4
42,2021,BUSOS,4
42,2021,CORREAS,4
42,2021,TAPABOCAS,3
42,2021,JEANS,419
42,2021,BLUSAS,90
42,2021,CAMISAS,84
42,2021,PANTALON COLOR,154
42,2021,CAMISETAS,82
42,2021,POLOS,42
42,2021,BERMUDA,6
42,2021,CHAQUETAS,6
42,2021,JOGGER,24
42,2021,CAMIBUSOS,20
43,2021,CAMISAS,64
43,2021,BERMUDA,2
43,2021,BLUSAS,74
43,2021,CAMISETAS,72
43,2021,POLOS,48
43,2021,PANTALON COLOR,210
43,2021,JOGGER,28
43,2021,TAPABOCAS,1
43,2021,CORREAS,6
43,2021,CHAQUETAS,5
43,2021,CAMIBUSOS,25
43,2021,JEANS,390
43,2021,VESTIDOS,1
44,2021,CAMISAS,90
44,2021,JOGGER,54
44,2021,BERMUDA,6
44,2021,CHAQUETAS,1
44,2021,BLUSAS,62
44,2021,VESTIDOS,9
44,2021,CAMIBUSOS,21
44,2021,JEANS,445
44,2021,BUSOS,1
44,2021,CORREAS,3
44,2021,CAMISETAS,95
44,2021,POLOS,64
44,2021,PANTALON COLOR,215
45,2021,JOGGER,33
45,2021,CAMIBUSOS,20
45,2021,JEANS,375
45,2021,VESTIDOS,8
45,2021,CHAQUETAS,5
45,2021,CORREAS,2
45,2021,CAMISAS,81
45,2021,CAMISETAS,45
45,2021,BERMUDA,5
45,2021,PANTALON COLOR,158
45,2021,BLUSAS,55
45,2021,BUSOS,4
45,2021,POLOS,45
46,2021,TAPABOCAS,1
46,2021,CAMIBUSOS,30
46,2021,CAMISETAS,68
46,2021,VESTIDOS,5
46,2021,JEANS,411
46,2021,POLOS,72
46,2021,PANTALON COLOR,229
46,2021,CORREAS,2
46,2021,JOGGER,38
46,2021,BERMUDA,3
46,2021,CAMISAS,84
46,2021,BLUSAS,57
46,2021,CHAQUETAS,2
46,2021,BUSOS,3
47,2021,CHAQUETAS,3
47,2021,JOGGER,67
47,2021,JEANS,567
47,2021,VESTIDOS,4
47,2021,CAMISAS,113
47,2021,BUSOS,7
47,2021,POLOS,55
47,2021,CAMISETAS,89
47,2021,BERMUDA,1
47,2021,BLUSAS,81
47,2021,PANTALON COLOR,198
47,2021,CAMIBUSOS,28
47,2021,CORREAS,3
48,2021,JEANS,552
48,2021,POLOS,61
48,2021,CORREAS,4
48,2021,JOGGER,91
48,2021,CHAQUETAS,1
48,2021,CAMIBUSOS,36
48,2021,BLUSAS,84
48,2021,VESTIDOS,4
48,2021,CAMISAS,127
48,2021,BERMUDA,6
48,2021,PANTALON COLOR,242
48,2021,CAMISETAS,135
48,2021,BUSOS,12
49,2021,PANTALON COLOR,424
49,2021,CORREAS,8
49,2021,POLOS,143
49,2021,JEANS,1224
49,2021,CAMISETAS,247
49,2021,VESTIDOS,5
49,2021,CHAQUETAS,9
49,2021,BLUSAS,137
49,2021,CAMISAS,274
49,2021,BERMUDA,10
49,2021,BUSOS,31
49,2021,JOGGER,158
49,2021,CAMIBUSOS,43
50,2021,BLUSAS,176
50,2021,CHAQUETAS,10
50,2021,PANTALON COLOR,413
50,2021,BERMUDA,9
50,2021,JEANS,1178
50,2021,CAMISETAS,280
50,2021,BUSOS,54
50,2021,CAMISAS,365
50,2021,CORREAS,10
50,2021,POLOS,158
50,2021,JOGGER,140
50,2021,CAMIBUSOS,53
51,2021,BERMUDA,13
51,2021,CHAQUETAS,11
51,2021,JEANS,1438
51,2021,CAMIBUSOS,83
51,2021,BLUSAS,200
51,2021,BUSOS,59
51,2021,CORREAS,9
51,2021,JOGGER,124
51,2021,POLOS,263
51,2021,PANTALON COLOR,513
51,2021,VESTIDOS,2
51,2021,CAMISETAS,413
51,2021,CAMISAS,366
52,2021,JEANS,2135
52,2021,BUSOS,82
52,2021,CORREAS,20
52,2021,PANTALON COLOR,704
52,2021,POLOS,420
52,2021,BERMUDA,18
52,2021,CAMIBUSOS,132
52,2021,BLUSAS,279
52,2021,VESTIDOS,18
52,2021,CHAQUETAS,17
52,2021,JOGGER,135
52,2021,CAMISETAS,694
52,2021,CAMISAS,426
53,2021,JEANS,1052
53,2021,BUSOS,22
53,2021,PANTALON COLOR,398
53,2021,CORREAS,7
53,2021,JOGGER,64
53,2021,BERMUDA,18
53,2021,BLUSAS,133
53,2021,CHAQUETAS,8
53,2021,CAMISAS,170
53,2021,CAMISETAS,265
53,2021,CAMIBUSOS,50
53,2021,POLOS,141
3,2022,POLOS,37
3,2022,CAMISAS,39
3,2022,CAMISETAS,47
3,2022,BUSOS,3
3,2022,VESTIDOS,3
3,2022,CAMIBUSOS,16
3,2022,PANTALON COLOR,150
3,2022,CORREAS,3
3,2022,JEANS,233
3,2022,BLUSAS,37
3,2022,CHAQUETAS,4
3,2022,JOGGER,24
3,2022,BERMUDA,2
4,2022,POLOS,34
4,2022,BUSOS,1
4,2022,CAMISAS,45
4,2022,CAMISETAS,60
4,2022,VESTIDOS,8
4,2022,CHAQUETAS,7
4,2022,JOGGER,37
4,2022,CAMIBUSOS,17
4,2022,BLUSAS,41
4,2022,PANTALON COLOR,145
4,2022,CORREAS,5
4,2022,JEANS,280
5,2022,CAMIBUSOS,20
5,2022,VESTIDOS,12
5,2022,CHAQUETAS,7
5,2022,POLOS,23
5,2022,CAMISETAS,118
5,2022,BLUSAS,67
5,2022,JEANS,280
5,2022,CORREAS,4
5,2022,PANTALON COLOR,115
5,2022,JOGGER,38
5,2022,BUSOS,2
5,2022,CAMISAS,60
6,2022,JEANS,393
6,2022,POLOS,60
6,2022,CHAQUETAS,6
6,2022,BLUSAS,70
6,2022,JOGGER,57
6,2022,CAMIBUSOS,24
6,2022,CORREAS,8
6,2022,CAMISAS,68
6,2022,PANTALON COLOR,204
6,2022,CAMISETAS,87
6,2022,BUSOS,5
6,2022,VESTIDOS,10
7,2022,CAMISETAS,66
7,2022,POLOS,47
7,2022,BUSOS,3
7,2022,CORREAS,2
7,2022,CHAQUETAS,5
7,2022,CAMIBUSOS,10
7,2022,JEANS,263
7,2022,JOGGER,38
7,2022,PANTALON COLOR,125
7,2022,BLUSAS,51
7,2022,CAMISAS,48
7,2022,VESTIDOS,12
8,2022,CHAQUETAS,4
8,2022,BUSOS,6
8,2022,CAMISAS,55
8,2022,POLOS,38
8,2022,CAMIBUSOS,32
8,2022,BLUSAS,52
8,2022,VESTIDOS,8
8,2022,JOGGER,22
8,2022,CORREAS,10
8,2022,JEANS,227
8,2022,CAMISETAS,65
8,2022,PANTALON COLOR,134
9,2022,JOGGER,42
9,2022,CORREAS,8
9,2022,JEANS,305
9,2022,VESTIDOS,13
9,2022,CAMIBUSOS,32
9,2022,CAMISAS,58
9,2022,BUSOS,7
9,2022,BLUSAS,42
9,2022,CHAQUETAS,4
9,2022,PANTALON COLOR,128
9,2022,POLOS,62
9,2022,CAMISETAS,56
10,2022,BUSOS,9
10,2022,JOGGER,48
10,2022,CHAQUETAS,7
10,2022,CAMIBUSOS,19
10,2022,CAMISETAS,89
10,2022,POLOS,33
10,2022,VESTIDOS,9
10,2022,JEANS,385
10,2022,CORREAS,3
10,2022,PANTALON COLOR,151
10,2022,CAMISAS,55
10,2022,BERMUDA,3
10,2022,BLUSAS,47
11,2022,BUSOS,8
11,2022,PANTALON COLOR,152
11,2022,CAMISETAS,72
11,2022,BLUSAS,95
11,2022,POLOS,31
11,2022,VESTIDOS,5
11,2022,JEANS,415
11,2022,CAMIBUSOS,25
11,2022,CORREAS,2
11,2022,BERMUDA,2
11,2022,JOGGER,77
11,2022,CHAQUETAS,2
11,2022,CAMISAS,77
12,2022,BLUSAS,35
12,2022,BERMUDA,2
12,2022,CAMISETAS,61
12,2022,POLOS,41
12,2022,PANTALON COLOR,137
12,2022,CHAQUETAS,4
12,2022,JOGGER,50
12,2022,CAMISAS,50
12,2022,CAMIBUSOS,19
12,2022,BUSOS,6
12,2022,JEANS,391
12,2022,CORREAS,12
12,2022,VESTIDOS,3
13,2022,JOGGER,63
13,2022,CHAQUETAS,4
13,2022,POLOS,27
13,2022,BERMUDA,3
13,2022,PANTALON COLOR,110
13,2022,BLUSAS,38
13,2022,CAMISAS,47
13,2022,CORREAS,1
13,2022,VESTIDOS,1
13,2022,CAMISETAS,71
13,2022,BUSOS,3
13,2022,JEANS,262
13,2022,CAMIBUSOS,20
14,2022,POLOS,35
14,2022,CORREAS,3
14,2022,JOGGER,49
14,2022,BLUSAS,76
14,2022,CHAQUETAS,6
14,2022,BERMUDA,2
14,2022,CAMISAS,74
14,2022,PANTALON COLOR,119
14,2022,VESTIDOS,6
14,2022,BUSOS,1
14,2022,CAMISETAS,64
14,2022,JEANS,314
14,2022,CAMIBUSOS,19
15,2022,CORREAS,5
15,2022,JOGGER,85
15,2022,CHAQUETAS,9
15,2022,VESTIDOS,4
15,2022,JEANS,317
15,2022,PANTALON COLOR,109
15,2022,CAMISETAS,52
15,2022,CAMIBUSOS,15
15,2022,BLUSAS,67
15,2022,BERMUDA,1
15,2022,CAMISAS,47
15,2022,POLOS,37
15,2022,BUSOS,11
16,2022,VESTIDOS,6
16,2022,CAMIBUSOS,8
16,2022,BLUSAS,60
16,2022,CORREAS,3
16,2022,JOGGER,66
16,2022,SHORT,5
16,2022,BUSOS,15
16,2022,CHAQUETAS,10
16,2022,CAMISETAS,57
16,2022,PANTALON COLOR,113
16,2022,CAMISAS,58
16,2022,JEANS,336
16,2022,POLOS,62
17,2022,JOGGER,64
17,2022,BUSOS,21
17,2022,PANTALON COLOR,113
17,2022,POLOS,83
17,2022,JEANS,309
17,2022,CORREAS,4
17,2022,VESTIDOS,4
17,2022,SHORT,4
17,2022,CAMIBUSOS,8
17,2022,BLUSAS,57
17,2022,CAMISAS,71
17,2022,CAMISETAS,41
17,2022,CHAQUETAS,10
18,2022,SHORT,4
18,2022,JEANS,438
18,2022,CORREAS,2
18,2022,PANTALON COLOR,111
18,2022,POLOS,76
18,2022,BUSOS,16
18,2022,CAMISAS,68
18,2022,CAMISETAS,63
18,2022,JOGGER,53
18,2022,CAMIBUSOS,7
18,2022,CHAQUETAS,5
18,2022,VESTIDOS,5
18,2022,BLUSAS,58
19,2022,BERMUDA,1
19,2022,CHAQUETAS,19
19,2022,BLUSAS,144
19,2022,POLOS,141
19,2022,CORREAS,8
19,2022,PANTALON COLOR,218
19,2022,SHORT,4
19,2022,BUSOS,24
19,2022,CAMISETAS,219
19,2022,CAMISAS,93
19,2022,JEANS,694
19,2022,CAMIBUSOS,12
19,2022,JOGGER,109
19,2022,VESTIDOS,12
20,2022,BLUSAS,65
20,2022,JOGGER,81
20,2022,CHAQUETAS,5
20,2022,POLOS,60
20,2022,JEANS,424
20,2022,CORREAS,2
20,2022,VESTIDOS,5
20,2022,PANTALON COLOR,132
20,2022,CAMIBUSOS,13
20,2022,SHORT,4
20,2022,CAMISETAS,64
20,2022,CAMISAS,54
20,2022,BUSOS,8
21,2022,POLOS,60
21,2022,PANTALON COLOR,103
21,2022,JEANS,403
21,2022,JOGGER,51
21,2022,CORREAS,3
21,2022,CHAQUETAS,8
21,2022,SHORT,4
21,2022,CAMIBUSOS,6
21,2022,VESTIDOS,3
21,2022,BLUSAS,63
21,2022,BUSOS,6
21,2022,CAMISAS,50
21,2022,CAMISETAS,56
22,2022,CORREAS,7
22,2022,PANTALON COLOR,109
22,2022,CAMISAS,65
22,2022,JEANS,364
22,2022,SHORT,1
22,2022,CHAQUETAS,9
22,2022,POLOS,66
22,2022,CAMISETAS,41
22,2022,BUSOS,11
22,2022,CAMIBUSOS,8
22,2022,VESTIDOS,4
22,2022,JOGGER,48
22,2022,BLUSAS,82
23,2022,BUSOS,13
23,2022,CAMISETAS,60
23,2022,BERMUDA,2
23,2022,BLUSAS,57
23,2022,CAMISAS,78
23,2022,CORREAS,9
23,2022,JEANS,363
23,2022,CHAQUETAS,13
23,2022,SHORT,4
23,2022,CAMIBUSOS,16
23,2022,POLOS,63
23,2022,VESTIDOS,2
23,2022,PANTALON COLOR,143
23,2022,JOGGER,54
24,2022,VESTIDOS,2
24,2022,BLUSAS,46
24,2022,CAMIBUSOS,16
24,2022,CHAQUETAS,17
24,2022,SHORT,2
24,2022,BUSOS,30
24,2022,CAMISETAS,56
24,2022,JOGGER,65
24,2022,PANTALON COLOR,118
24,2022,CAMISAS,52
24,2022,POLOS,48
24,2022,CORREAS,5
24,2022,JEANS,294
25,2022,CAMIBUSOS,23
25,2022,SHORT,11
25,2022,VESTIDOS,8
25,2022,PANTALON COLOR,215
25,2022,JEANS,506
25,2022,BLUSAS,92
25,2022,BUSOS,48
25,2022,CHAQUETAS,24
25,2022,CORREAS,10
25,2022,JOGGER,129
25,2022,CAMISETAS,131
25,2022,CAMISAS,168
25,2022,POLOS,118
26,2022,SHORT,9
26,2022,BUSOS,31
26,2022,CORREAS,12
26,2022,BLUSAS,61
26,2022,CAMISETAS,148
26,2022,PANTALON COLOR,196
26,2022,JEANS,491
26,2022,CAMISAS,156
26,2022,POLOS,139
26,2022,VESTIDOS,2
26,2022,CAMIBUSOS,53
26,2022,JOGGER,122
26,2022,CHAQUETAS,20
27,2022,BLUSAS,52
27,2022,POLOS,58
27,2022,CORREAS,9
27,2022,SHORT,2
27,2022,BUSOS,23
27,2022,CAMISAS,83
27,2022,PANTALON COLOR,115
27,2022,CAMISETAS,113
27,2022,CAMIBUSOS,30
27,2022,VESTIDOS,6
27,2022,JOGGER,84
27,2022,JEANS,366
27,2022,CHAQUETAS,14
28,2022,BLUSAS,61
28,2022,CAMISAS,69
28,2022,JOGGER,80
28,2022,CAMIBUSOS,12
28,2022,CORREAS,7
28,2022,VESTIDOS,5
28,2022,CHAQUETAS,15
28,2022,JEANS,290
28,2022,BUSOS,26
28,2022,PANTALON COLOR,168
28,2022,CAMISETAS,70
28,2022,SHORT,9
28,2022,POLOS,33
29,2022,JOGGER,81
29,2022,JEANS,244
29,2022,CORREAS,1
29,2022,CHAQUETAS,8
29,2022,SHORT,6
29,2022,CAMISAS,55
29,2022,POLOS,19
29,2022,CAMIBUSOS,10
29,2022,PANTALON COLOR,83
29,2022,CAMISETAS,65
29,2022,BLUSAS,31
29,2022,BUSOS,15
30,2022,PANTALON COLOR,83
30,2022,POLOS,32
30,2022,VESTIDOS,3
30,2022,SHORT,7
30,2022,JEANS,248
30,2022,CORREAS,2
30,2022,BUSOS,9
30,2022,CAMISETAS,74
30,2022,CAMIBUSOS,11
30,2022,CAMISAS,68
30,2022,CHAQUETAS,8
30,2022,JOGGER,46
30,2022,BLUSAS,38
31,2022,PANTALON COLOR,78
31,2022,CAMISETAS,105
31,2022,BLUSAS,51
31,2022,BUSOS,16
31,2022,JEANS,281
31,2022,CHAQUETAS,14
31,2022,CORREAS,2
31,2022,CAMIBUSOS,10
31,2022,VESTIDOS,2
31,2022,SHORT,7
31,2022,POLOS,45
31,2022,CAMISAS,75
31,2022,JOGGER,49
32,2022,POLOS,48
32,2022,CAMISAS,71
32,2022,CAMIBUSOS,18
32,2022,VESTIDOS,7
32,2022,BLUSAS,54
32,2022,CAMISETAS,73
32,2022,BUSOS,13
32,2022,PANTALON COLOR,126
32,2022,JEANS,330
32,2022,JOGGER,45
32,2022,SHORT,6
32,2022,CHAQUETAS,7
33,2022,CHAQUETAS,11
33,2022,BLUSAS,63
33,2022,VESTIDOS,3
33,2022,SHORT,2
33,2022,CAMISAS,61
33,2022,POLOS,62
33,2022,CAMISETAS,97
33,2022,CORREAS,5
33,2022,PANTALON COLOR,105
33,2022,JOGGER,38
33,2022,BUSOS,9
33,2022,CAMIBUSOS,18
33,2022,JEANS,277
34,2022,CHAQUETAS,17
34,2022,JEANS,254
34,2022,BLUSAS,37
34,2022,POLOS,39
34,2022,VESTIDOS,3
34,2022,CAMIBUSOS,20
34,2022,JOGGER,39
34,2022,CORREAS,2
34,2022,CAMISAS,48
34,2022,SHORT,2
34,2022,PANTALON COLOR,88
34,2022,CAMISETAS,94
34,2022,BUSOS,13
35,2022,POLOS,31
35,2022,PANTALON COLOR,64
35,2022,JEANS,240
35,2022,CAMISETAS,54
35,2022,BUSOS,19
35,2022,SHORT,1
35,2022,JOGGER,32
35,2022,CORREAS,1
35,2022,CHAQUETAS,9
35,2022,BLUSAS,37
35,2022,CAMIBUSOS,5
35,2022,VESTIDOS,1
35,2022,CAMISAS,28
36,2022,BUSOS,17
36,2022,PANTALON COLOR,98
36,2022,POLOS,57
36,2022,CAMISETAS,64
36,2022,JEANS,307
36,2022,CHAQUETAS,8
36,2022,JOGGER,37
36,2022,SHORT,1
36,2022,CAMISAS,72
36,2022,BERMUDA,2
36,2022,BLUSAS,37
36,2022,CORREAS,3
36,2022,CAMIBUSOS,16
36,2022,VESTIDOS,4
37,2022,BERMUDA,6
37,2022,CAMISETAS,85
37,2022,CHAQUETAS,15
37,2022,JOGGER,55
37,2022,JEANS,282
37,2022,PANTALON COLOR,72
37,2022,BLUSAS,52
37,2022,BUSOS,13
37,2022,CAMISAS,66
37,2022,VESTIDOS,4
37,2022,CORREAS,5
37,2022,POLOS,70
37,2022,CAMIBUSOS,6
38,2022,BLUSAS,55
38,2022,CHAQUETAS,15
38,2022,JEANS,304
38,2022,BUSOS,25
38,2022,CAMISETAS,114
38,2022,CAMIBUSOS,15
38,2022,JOGGER,35
38,2022,BERMUDA,4
38,2022,VESTIDOS,3
38,2022,CAMISAS,57
38,2022,CORREAS,7
38,2022,POLOS,70
38,2022,PANTALON COLOR,97
39,2022,CORREAS,6
39,2022,JEANS,283
39,2022,SHORT,1
39,2022,POLOS,60
39,2022,BUSOS,25
39,2022,PANTALON COLOR,87
39,2022,CAMIBUSOS,10
39,2022,BERMUDA,3
39,2022,CAMISETAS,91
39,2022,BLUSAS,48
39,2022,CAMISAS,90
39,2022,JOGGER,41
39,2022,CHAQUETAS,13
40,2022,POLOS,38
40,2022,JEANS,179
40,2022,CAMISETAS,51
40,2022,BLUSAS,35
40,2022,BERMUDA,1
40,2022,PANTALON COLOR,64
40,2022,CAMISAS,42
40,2022,BUSOS,16
40,2022,CORREAS,4
40,2022,VESTIDOS,1
40,2022,CAMIBUSOS,9
40,2022,JOGGER,12
40,2022,CHAQUETAS,12
