SEMANA,TIENDA,PRENDA,UNIDADES
40,CAMINO REAL,JEANS,46
40,CAMINO REAL,JOGGER,12
40,CAMINO REAL,PANTALON COLOR,20
40,CAMINO REAL,POLOS,24
40,CAMINO REAL,SHORT,1
40,CAMINO REAL,VESTIDOS,3
40,COMPRETEX ECOMMERCE,BERMUDA,1
40,COMPRETEX ECOMMERCE,BLUSAS,13
40,COMPRETEX ECOMMERCE,BUSOS,1
40,COMPRETEX ECOMMERCE,CAMIBUSOS,10
40,COMPRETEX ECOMMERCE,CAMISAS,12
40,COMPRETEX ECOMMERCE,CAMISETAS,16
40,COMPRETEX ECOMMERCE,CHAQUETAS,4
40,COMPRETEX ECOMMERCE,CORREAS,5
40,COMPRETEX ECOMMERCE,JEANS,111
40,COMPRETEX ECOMMERCE,JOGGER,22
40,COMPRETEX ECOMMERCE,PANTALON COLOR,31
40,COMPRETEX ECOMMERCE,POLOS,7
40,COMPRETEX ECOMMERCE,SHORT,1
40,COMPRETEX ECOMMERCE,TAPABOCAS,8
40,COMPRETEX ECOMMERCE,VESTIDOS,2
40,GUAYABAL,BERMUDA,3
40,GUAYABAL,BLUSAS,28
40,GUAYABAL,BUSOS,8
40,GUAYABAL,CAMIBUSOS,7
40,GUAYABAL,CAMISAS,44
40,GUAYABAL,CAMISETAS,31
40,GUAYABAL,CHAQUETAS,3
40,GUAYABAL,CORREAS,4
40,GUAYABAL,JEANS,182
40,GUAYABAL,JOGGER,16
40,GUAYABAL,PANTALON COLOR,60
40,GUAYABAL,POLOS,21
40,GUAYABAL,TAPABOCAS,1
40,GUAYABAL,VESTIDOS,2
40,LA CENTRAL,BERMUDA,2
40,LA CENTRAL,BLUSAS,22
40,LA CENTRAL,BUSOS,13
40,LA CENTRAL,CAMIBUSOS,7
40,LA CENTRAL,CAMISAS,32
40,LA CENTRAL,CAMISETAS,36
40,LA CENTRAL,CHAQUETAS,6
40,LA CENTRAL,CORREAS,3
40,LA CENTRAL,JEANS,121
40,LA CENTRAL,JOGGER,18
40,LA CENTRAL,PANTALON COLOR,63
40,LA CENTRAL,POLOS,24
40,LA CENTRAL,TAPABOCAS,7
40,LA CENTRAL,VESTIDOS,2
40,MARINILLA,BLUSAS,17
40,MARINILLA,BUSOS,4
40,MARINILLA,CAMIBUSOS,5
40,MARINILLA,CAMISAS,23
40,MARINILLA,CAMISETAS,20
40,MARINILLA,CHAQUETAS,3
40,MARINILLA,CORREAS,4
40,MARINILLA,JEANS,78
40,MARINILLA,JOGGER,10
40,MARINILLA,PANTALON COLOR,27
40,MARINILLA,POLOS,17
40,MARINILLA,TAPABOCAS,1
40,MAYORCA 1,BERMUDA,1
40,MAYORCA 1,BLUSAS,18
40,MAYORCA 1,BUSOS,5
40,MAYORCA 1,CAMIBUSOS,8
40,MAYORCA 1,CAMISAS,29
40,MAYORCA 1,CAMISETAS,23
40,MAYORCA 1,CHAQUETAS,4
40,MAYORCA 1,CORREAS,2
40,MAYORCA 1,JEANS,151
40,MAYORCA 1,JOGGER,15
40,MAYORCA 1,PANTALON COLOR,51
40,MAYORCA 1,POLOS,21
40,MAYORCA 1,SHORT,2
40,MAYORCA 1,TAPABOCAS,6
40,MAYORCA 1,VESTIDOS,3
40,MAYORCA 2,BERMUDA,4
40,MAYORCA 2,BLUSAS,24
40,MAYORCA 2,BUSOS,8
40,MAYORCA 2,CAMIBUSOS,11
40,MAYORCA 2,CAMISAS,44
40,MAYORCA 2,CAMISETAS,37
40,MAYORCA 2,CHAQUETAS,5
40,MAYORCA 2,CORREAS,3
40,MAYORCA 2,JEANS,205
40,MAYORCA 2,JOGGER,21
40,MAYORCA 2,PANTALON COLOR,85
40,MAYORCA 2,POLOS,30
40,MAYORCA 2,TAPABOCAS,16
40,MAYORCA 2,VESTIDOS,2
40,MOLINOS 1,BERMUDA,4
40,MOLINOS 1,BLUSAS,46
40,MOLINOS 1,BUSOS,7
40,MOLINOS 1,CAMIBUSOS,16
40,MOLINOS 1,CAMISAS,64
40,MOLINOS 1,CAMISETAS,61
40,MOLINOS 1,CHAQUETAS,14
40,MOLINOS 1,CORREAS,4
40,MOLINOS 1,JEANS,304
40,MOLINOS 1,JOGGER,31
40,MOLINOS 1,PANTALON COLOR,136
40,MOLINOS 1,POLOS,48
40,MOLINOS 1,TAPABOCAS,7
40,MOLINOS 1,VESTIDOS,3
40,PARQUE LA CEJA,BERMUDA,3
40,PARQUE LA CEJA,BLUSAS,22
40,PARQUE LA CEJA,BUSOS,4
40,PARQUE LA CEJA,CAMIBUSOS,4
40,PARQUE LA CEJA,CAMISAS,29
40,PARQUE LA CEJA,CAMISETAS,25
40,PARQUE LA CEJA,CHAQUETAS,4
40,PARQUE LA CEJA,CORREAS,2
40,PARQUE LA CEJA,JEANS,111
40,PARQUE LA CEJA,JOGGER,14
40,PARQUE LA CEJA,PANTALON COLOR,36
40,PARQUE LA CEJA,POLOS,28
40,PARQUE LA CEJA,VESTIDOS,3
40,PLAZA FABRICATO,BERMUDA,1
40,PLAZA FABRICATO,BLUSAS,11
40,PLAZA FABRICATO,CAMIBUSOS,7
40,PLAZA FABRICATO,CAMISAS,20
40,PLAZA FABRICATO,CAMISETAS,21
40,PLAZA FABRICATO,CHAQUETAS,3
40,PLAZA FABRICATO,CORREAS,4
40,PLAZA FABRICATO,JEANS,91
40,PLAZA FABRICATO,JOGGER,9
40,PLAZA FABRICATO,PANTALON COLOR,36
40,PLAZA FABRICATO,POLOS,12
40,PREMIUM PLAZA,BERMUDA,2
40,PREMIUM PLAZA,BLUSAS,18
40,PREMIUM PLAZA,BUSOS,8
40,PREMIUM PLAZA,CAMIBUSOS,7
40,PREMIUM PLAZA,CAMISAS,47
40,PREMIUM PLAZA,CAMISETAS,22
40,PREMIUM PLAZA,CHAQUETAS,4
40,PREMIUM PLAZA,CORREAS,4
40,PREMIUM PLAZA,JEANS,162
40,PREMIUM PLAZA,JOGGER,15
40,PREMIUM PLAZA,PANTALON COLOR,95
40,PREMIUM PLAZA,POLOS,18
40,PREMIUM PLAZA,SHORT,1
40,PREMIUM PLAZA,TAPABOCAS,6
40,PREMIUM PLAZA,VESTIDOS,2
40,PUERTA DEL NTE,BERMUDA,2
40,PUERTA DEL NTE,BLUSAS,31
40,PUERTA DEL NTE,BUSOS,8
40,PUERTA DEL NTE,CAMIBUSOS,8
40,PUERTA DEL NTE,CAMISAS,43
40,PUERTA DEL NTE,CAMISETAS,39
40,PUERTA DEL NTE,CHAQUETAS,9
40,PUERTA DEL NTE,CORREAS,6
40,PUERTA DEL NTE,JEANS,184
40,PUERTA DEL NTE,JOGGER,31
40,PUERTA DEL NTE,PANTALON COLOR,74
40,PUERTA DEL NTE,POLOS,30
40,PUERTA DEL NTE,TAPABOCAS,18
40,PUERTA DEL NTE,VESTIDOS,4
40,RIONEGRO,BERMUDA,3
40,RIONEGRO,BLUSAS,33
40,RIONEGRO,BUSOS,5
40,RIONEGRO,CAMIBUSOS,13
40,RIONEGRO,CAMISAS,56
40,RIONEGRO,CAMISETAS,40
40,RIONEGRO,CHAQUETAS,10
40,RIONEGRO,CORREAS,3
40,RIONEGRO,JEANS,262
40,RIONEGRO,JOGGER,25
40,RIONEGRO,PANTALON COLOR,82
40,RIONEGRO,POLOS,43
40,RIONEGRO,TAPABOCAS,15
40,RIONEGRO,VESTIDOS,2
40,RIONEGRO PARQUE,BLUSAS,6
40,RIONEGRO PARQUE,BUSOS,1
40,RIONEGRO PARQUE,CAMIBUSOS,5
40,RIONEGRO PARQUE,CAMISAS,14
40,RIONEGRO PARQUE,CAMISETAS,34
40,RIONEGRO PARQUE,CHAQUETAS,3
40,RIONEGRO PARQUE,CORREAS,1
40,RIONEGRO PARQUE,JEANS,65
40,RIONEGRO PARQUE,JOGGER,14
40,RIONEGRO PARQUE,PANTALON COLOR,10
40,RIONEGRO PARQUE,POLOS,22
40,TERMINAL DEL NORTE,BERMUDA,3
40,TERMINAL DEL NORTE,BLUSAS,28
40,TERMINAL DEL NORTE,BUSOS,7
40,TERMINAL DEL NORTE,CAMIBUSOS,14
40,TERMINAL DEL NORTE,CAMISAS,53
40,TERMINAL DEL NORTE,CAMISETAS,47
40,TERMINAL DEL NORTE,CHAQUETAS,9
40,TERMINAL DEL NORTE,CORREAS,2
40,TERMINAL DEL NORTE,JEANS,168
40,TERMINAL DEL NORTE,JOGGER,13
40,TERMINAL DEL NORTE,PANTALON COLOR,50
40,TERMINAL DEL NORTE,POLOS,38
40,TERMINAL DEL NORTE,SHORT,1
40,TERMINAL DEL NORTE,TAPABOCAS,4
40,TERMINAL DEL NORTE,VESTIDOS,2
40,VIVA ENVIGADO,BERMUDA,2
40,VIVA ENVIGADO,BLUSAS,27
40,VIVA ENVIGADO,BUSOS,5
40,VIVA ENVIGADO,CAMIBUSOS,7
40,VIVA ENVIGADO,CAMISAS,45
40,VIVA ENVIGADO,CAMISETAS,45
40,VIVA ENVIGADO,CHAQUETAS,5
40,VIVA ENVIGADO,CORREAS,3
40,VIVA ENVIGADO,JEANS,184
40,VIVA ENVIGADO,JOGGER,16
40,VIVA ENVIGADO,PANTALON COLOR,92
40,VIVA ENVIGADO,POLOS,23
40,VIVA ENVIGADO,TAPABOCAS,3
40,VIVA ENVIGADO,VESTIDOS,4
41,ARKADIA,BERMUDA,3
41,ARKADIA,BLUSAS,24
41,ARKADIA,BUSOS,2
41,ARKADIA,CAMIBUSOS,11
41,ARKADIA,CAMISAS,102
41,ARKADIA,CAMISETAS,33
41,ARKADIA,CHAQUETAS,3
41,ARKADIA,CORREAS,21
41,ARKADIA,JEANS,187
41,ARKADIA,JOGGER,33
41,ARKADIA,PANTALON COLOR,124
41,ARKADIA,POLOS,57
41,ARKADIA,TAPABOCAS,6
41,COMPRETEX ECOMMERCE,BERMUDA,8
41,COMPRETEX ECOMMERCE,BLUSAS,19
41,COMPRETEX ECOMMERCE,BUSOS,4
41,COMPRETEX ECOMMERCE,CAMIBUSOS,12
41,COMPRETEX ECOMMERCE,CAMISAS,29
41,COMPRETEX ECOMMERCE,CAMISETAS,19
41,COMPRETEX ECOMMERCE,CHAQUETAS,7
41,COMPRETEX ECOMMERCE,CORREAS,1
41,COMPRETEX ECOMMERCE,JEANS,197
41,COMPRETEX ECOMMERCE,JOGGER,40
41,COMPRETEX ECOMMERCE,PANTALON COLOR,34
41,COMPRETEX ECOMMERCE,POLOS,9
41,COMPRETEX ECOMMERCE,TAPABOCAS,12
41,COMPRETEX ECOMMERCE,VESTIDOS,1
41,GUAYABAL,BERMUDA,3
41,GUAYABAL,BLUSAS,16
41,GUAYABAL,BUSOS,3
41,GUAYABAL,CAMIBUSOS,7
41,GUAYABAL,CAMISAS,66
41,GUAYABAL,CAMISETAS,26
41,GUAYABAL,CHAQUETAS,8
41,GUAYABAL,CORREAS,3
41,GUAYABAL,JEANS,276
41,GUAYABAL,JOGGER,16
41,GUAYABAL,PANTALON COLOR,86
41,GUAYABAL,POLOS,37
41,GUAYABAL,TAPABOCAS,11
41,GUAYABAL,VESTIDOS,1
41,LA CENTRAL,BERMUDA,1
41,LA CENTRAL,BLUSAS,18
41,LA CENTRAL,BUSOS,6
41,LA CENTRAL,CAMIBUSOS,4
41,LA CENTRAL,CAMISAS,39
41,LA CENTRAL,CAMISETAS,27
41,LA CENTRAL,CHAQUETAS,5
41,LA CENTRAL,CORREAS,4
41,LA CENTRAL,JEANS,132
41,LA CENTRAL,JOGGER,15
41,LA CENTRAL,PANTALON COLOR,64
41,LA CENTRAL,POLOS,13
41,LA CENTRAL,TAPABOCAS,13
41,LA CENTRAL,VESTIDOS,2
41,MARINILLA,BERMUDA,2
41,MARINILLA,BLUSAS,17
41,MARINILLA,BUSOS,2
41,MARINILLA,CAMIBUSOS,3
41,MARINILLA,CAMISAS,26
41,MARINILLA,CAMISETAS,19
41,MARINILLA,CHAQUETAS,3
41,MARINILLA,CORREAS,2
41,MARINILLA,JEANS,74
41,MARINILLA,JOGGER,10
41,MARINILLA,PANTALON COLOR,31
41,MARINILLA,POLOS,15
41,MARINILLA,TAPABOCAS,2
41,MARINILLA,VESTIDOS,2
41,MAYORCA 1,BERMUDA,3
41,MAYORCA 1,BLUSAS,21
41,MAYORCA 1,BUSOS,8
41,MAYORCA 1,CAMIBUSOS,7
41,MAYORCA 1,CAMISAS,78
41,MAYORCA 1,CAMISETAS,21
41,MAYORCA 1,CHAQUETAS,5
41,MAYORCA 1,JEANS,220
41,MAYORCA 1,JOGGER,18
41,MAYORCA 1,PANTALON COLOR,92
41,MAYORCA 1,POLOS,31
41,MAYORCA 1,TAPABOCAS,7
41,MAYORCA 1,VESTIDOS,4
41,MAYORCA 2,BERMUDA,3
41,MAYORCA 2,BLUSAS,32
41,MAYORCA 2,BUSOS,3
41,MAYORCA 2,CAMIBUSOS,4
41,MAYORCA 2,CAMISAS,54
41,MAYORCA 2,CAMISETAS,29
41,MAYORCA 2,CHAQUETAS,4
41,MAYORCA 2,CORREAS,3
41,MAYORCA 2,JEANS,266
41,MAYORCA 2,JOGGER,19
41,MAYORCA 2,PANTALON COLOR,110
41,MAYORCA 2,POLOS,29
41,MAYORCA 2,TAPABOCAS,1
41,MAYORCA 2,VESTIDOS,4
41,MOLINOS 1,BERMUDA,4
41,MOLINOS 1,BLUSAS,64
41,MOLINOS 1,BUSOS,4
41,MOLINOS 1,CAMIBUSOS,17
41,MOLINOS 1,CAMISAS,80
41,MOLINOS 1,CAMISETAS,51
41,MOLINOS 1,CHAQUETAS,9
41,MOLINOS 1,CORREAS,6
41,MOLINOS 1,JEANS,384
41,MOLINOS 1,JOGGER,34
41,MOLINOS 1,PANTALON COLOR,191
41,MOLINOS 1,POLOS,37
41,MOLINOS 1,TAPABOCAS,9
41,MOLINOS 1,VESTIDOS,1
41,PARQUE LA CEJA,BERMUDA,2
41,PARQUE LA CEJA,BLUSAS,26
41,PARQUE LA CEJA,BUSOS,2
41,PARQUE LA CEJA,CAMIBUSOS,9
41,PARQUE LA CEJA,CAMISAS,47
41,PARQUE LA CEJA,CAMISETAS,22
41,PARQUE LA CEJA,CHAQUETAS,5
41,PARQUE LA CEJA,CORREAS,4
41,PARQUE LA CEJA,JEANS,130
41,PARQUE LA CEJA,JOGGER,11
41,PARQUE LA CEJA,PANTALON COLOR,68
41,PARQUE LA CEJA,POLOS,22
41,PARQUE LA CEJA,TAPABOCAS,4
41,PARQUE LA CEJA,VESTIDOS,2
41,PREMIUM PLAZA,BERMUDA,3
41,PREMIUM PLAZA,BLUSAS,31
41,PREMIUM PLAZA,BUSOS,4
41,PREMIUM PLAZA,CAMIBUSOS,11
41,PREMIUM PLAZA,CAMISAS,38
41,PREMIUM PLAZA,CAMISETAS,26
41,PREMIUM PLAZA,CHAQUETAS,8
41,PREMIUM PLAZA,CORREAS,5
41,PREMIUM PLAZA,JEANS,182
41,PREMIUM PLAZA,JOGGER,15
41,PREMIUM PLAZA,PANTALON COLOR,102
41,PREMIUM PLAZA,POLOS,19
41,PREMIUM PLAZA,TAPABOCAS,5
41,PREMIUM PLAZA,VESTIDOS,4
41,PUERTA DEL NTE,BERMUDA,6
41,PUERTA DEL NTE,BLUSAS,39
41,PUERTA DEL NTE,BUSOS,6
41,PUERTA DEL NTE,CAMIBUSOS,11
41,PUERTA DEL NTE,CAMISAS,58
41,PUERTA DEL NTE,CAMISETAS,48
41,PUERTA DEL NTE,CHAQUETAS,5
41,PUERTA DEL NTE,CORREAS,3
41,PUERTA DEL NTE,JEANS,272
41,PUERTA DEL NTE,JOGGER,35
41,PUERTA DEL NTE,PANTALON COLOR,91
41,PUERTA DEL NTE,POLOS,35
41,PUERTA DEL NTE,TAPABOCAS,24
41,PUERTA DEL NTE,VESTIDOS,7
41,RIONEGRO,BERMUDA,4
41,RIONEGRO,BLUSAS,46
41,RIONEGRO,BUSOS,4
41,RIONEGRO,CAMIBUSOS,13
41,RIONEGRO,CAMISAS,76
41,RIONEGRO,CAMISETAS,48
41,RIONEGRO,CHAQUETAS,7
41,RIONEGRO,CORREAS,3
41,RIONEGRO,JEANS,311
41,RIONEGRO,JOGGER,26
41,RIONEGRO,PANTALON COLOR,113
41,RIONEGRO,POLOS,49
41,RIONEGRO,TAPABOCAS,6
41,RIONEGRO,VESTIDOS,1
41,RIONEGRO PARQUE,BLUSAS,4
41,RIONEGRO PARQUE,BUSOS,1
41,RIONEGRO PARQUE,CAMISAS,3
41,RIONEGRO PARQUE,CAMISETAS,4
41,RIONEGRO PARQUE,CORREAS,1
41,RIONEGRO PARQUE,JEANS,15
41,RIONEGRO PARQUE,JOGGER,2
41,RIONEGRO PARQUE,POLOS,5
41,TERMINAL DEL NORTE,BERMUDA,2
41,TERMINAL DEL NORTE,BLUSAS,41
41,TERMINAL DEL NORTE,BUSOS,6
41,TERMINAL DEL NORTE,CAMIBUSOS,9
41,TERMINAL DEL NORTE,CAMISAS,50
41,TERMINAL DEL NORTE,CAMISETAS,41
41,TERMINAL DEL NORTE,CHAQUETAS,2
41,TERMINAL DEL NORTE,CORREAS,3
41,TERMINAL DEL NORTE,JEANS,192
41,TERMINAL DEL NORTE,JOGGER,16
41,TERMINAL DEL NORTE,PANTALON COLOR,66
41,TERMINAL DEL NORTE,POLOS,36
41,TERMINAL DEL NORTE,TAPABOCAS,12
41,TERMINAL DEL NORTE,VESTIDOS,1
41,VIVA ENVIGADO,BERMUDA,6
41,VIVA ENVIGADO,BLUSAS,39
41,VIVA ENVIGADO,BUSOS,6
41,VIVA ENVIGADO,CAMIBUSOS,10
41,VIVA ENVIGADO,CAMISAS,48
41,VIVA ENVIGADO,CAMISETAS,37
41,VIVA ENVIGADO,CHAQUETAS,10
41,VIVA ENVIGADO,CORREAS,1
41,VIVA ENVIGADO,JEANS,224
41,VIVA ENVIGADO,JOGGER,17
41,VIVA ENVIGADO,PANTALON COLOR,111
41,VIVA ENVIGADO,POLOS,24
41,VIVA ENVIGADO,TAPABOCAS,3
42,ARKADIA,BERMUDA,3
42,ARKADIA,BLUSAS,20
42,ARKADIA,BUSOS,3
42,ARKADIA,CAMIBUSOS,6
42,ARKADIA,CAMISAS,36
42,ARKADIA,CAMISETAS,27
42,ARKADIA,CHAQUETAS,2
42,ARKADIA,CORREAS,1
42,ARKADIA,JEANS,132
42,ARKADIA,JOGGER,15
42,ARKADIA,PANTALON COLOR,63
42,ARKADIA,POLOS,16
42,ARKADIA,TAPABOCAS,4
42,ARKADIA,VESTIDOS,1
42,COMPRETEX ECOMMERCE,BERMUDA,3
42,COMPRETEX ECOMMERCE,BLUSAS,23
42,COMPRETEX ECOMMERCE,BUSOS,2
42,COMPRETEX ECOMMERCE,CAMIBUSOS,6
42,COMPRETEX ECOMMERCE,CAMISAS,32
42,COMPRETEX ECOMMERCE,CAMISETAS,20
42,COMPRETEX ECOMMERCE,CHAQUETAS,4
42,COMPRETEX ECOMMERCE,CORREAS,2
42,COMPRETEX ECOMMERCE,JEANS,184
42,COMPRETEX ECOMMERCE,JOGGER,23
42,COMPRETEX ECOMMERCE,PANTALON COLOR,44
42,COMPRETEX ECOMMERCE,POLOS,20
42,COMPRETEX ECOMMERCE,TAPABOCAS,1
42,COMPRETEX ECOMMERCE,VESTIDOS,2
42,GUAYABAL,BERMUDA,3
42,GUAYABAL,BLUSAS,35
42,GUAYABAL,BUSOS,3
42,GUAYABAL,CAMIBUSOS,11
42,GUAYABAL,CAMISAS,60
42,GUAYABAL,CAMISETAS,35
42,GUAYABAL,CHAQUETAS,4
42,GUAYABAL,CORREAS,6
42,GUAYABAL,JEANS,212
42,GUAYABAL,JOGGER,17
42,GUAYABAL,PANTALON COLOR,91
42,GUAYABAL,POLOS,24
42,GUAYABAL,TAPABOCAS,2
42,GUAYABAL,VESTIDOS,1
42,LA CENTRAL,BERMUDA,2
42,LA CENTRAL,BLUSAS,20
42,LA CENTRAL,BUSOS,1
42,LA CENTRAL,CAMIBUSOS,6
42,LA CENTRAL,CAMISAS,44
42,LA CENTRAL,CAMISETAS,26
42,LA CENTRAL,CHAQUETAS,2
42,LA CENTRAL,CORREAS,4
42,LA CENTRAL,JEANS,145
42,LA CENTRAL,JOGGER,12
42,LA CENTRAL,PANTALON COLOR,66
42,LA CENTRAL,POLOS,10
42,LA CENTRAL,TAPABOCAS,3
42,MARINILLA,BERMUDA,2
42,MARINILLA,BLUSAS,14
42,MARINILLA,BUSOS,1
42,MARINILLA,CAMIBUSOS,4
42,MARINILLA,CAMISAS,25
42,MARINILLA,CAMISETAS,12
42,MARINILLA,CHAQUETAS,7
42,MARINILLA,CORREAS,3
42,MARINILLA,JEANS,88
42,MARINILLA,JOGGER,11
42,MARINILLA,PANTALON COLOR,30
42,MARINILLA,POLOS,21
42,MARINILLA,TAPABOCAS,2
42,MARINILLA,VESTIDOS,1
42,MAYORCA 1,BERMUDA,6
42,MAYORCA 1,BLUSAS,32
42,MAYORCA 1,BUSOS,1
42,MAYORCA 1,CAMIBUSOS,8
42,MAYORCA 1,CAMISAS,44
42,MAYORCA 1,CAMISETAS,29
42,MAYORCA 1,CHAQUETAS,2
42,MAYORCA 1,CORREAS,2
42,MAYORCA 1,JEANS,216
42,MAYORCA 1,JOGGER,22
42,MAYORCA 1,PANTALON COLOR,91
42,MAYORCA 1,POLOS,36
42,MAYORCA 1,VESTIDOS,4
42,MAYORCA 2,BERMUDA,1
42,MAYORCA 2,BLUSAS,37
42,MAYORCA 2,CAMIBUSOS,11
42,MAYORCA 2,CAMISAS,51
42,MAYORCA 2,CAMISETAS,35
42,MAYORCA 2,CHAQUETAS,5
42,MAYORCA 2,CORREAS,3
42,MAYORCA 2,JEANS,261
42,MAYORCA 2,JOGGER,27
42,MAYORCA 2,PANTALON COLOR,98
42,MAYORCA 2,POLOS,38
42,MAYORCA 2,TAPABOCAS,6
42,MAYORCA 2,VESTIDOS,8
42,MOLINOS 1,BERMUDA,8
42,MOLINOS 1,BLUSAS,81
42,MOLINOS 1,BUSOS,4
42,MOLINOS 1,CAMIBUSOS,23
42,MOLINOS 1,CAMISAS,88
42,MOLINOS 1,CAMISETAS,74
42,MOLINOS 1,CHAQUETAS,7
42,MOLINOS 1,CORREAS,4
42,MOLINOS 1,JEANS,428
42,MOLINOS 1,JOGGER,33
42,MOLINOS 1,PANTALON COLOR,173
42,MOLINOS 1,POLOS,41
42,MOLINOS 1,TAPABOCAS,5
42,MOLINOS 1,VESTIDOS,4
42,PARQUE LA CEJA,BERMUDA,1
42,PARQUE LA CEJA,BLUSAS,24
42,PARQUE LA CEJA,BUSOS,2
42,PARQUE LA CEJA,CAMIBUSOS,6
42,PARQUE LA CEJA,CAMISAS,33
42,PARQUE LA CEJA,CAMISETAS,21
42,PARQUE LA CEJA,CHAQUETAS,3
42,PARQUE LA CEJA,CORREAS,2
42,PARQUE LA CEJA,JEANS,131
42,PARQUE LA CEJA,JOGGER,13
42,PARQUE LA CEJA,PANTALON COLOR,59
42,PARQUE LA CEJA,POLOS,28
42,PARQUE LA CEJA,TAPABOCAS,3
42,PARQUE LA CEJA,VESTIDOS,3
42,PREMIUM PLAZA,BERMUDA,4
42,PREMIUM PLAZA,BLUSAS,25
42,PREMIUM PLAZA,BUSOS,1
42,PREMIUM PLAZA,CAMIBUSOS,10
42,PREMIUM PLAZA,CAMISAS,45
42,PREMIUM PLAZA,CAMISETAS,29
42,PREMIUM PLAZA,CHAQUETAS,4
42,PREMIUM PLAZA,CORREAS,3
42,PREMIUM PLAZA,JEANS,181
42,PREMIUM PLAZA,JOGGER,22
42,PREMIUM PLAZA,PANTALON COLOR,78
42,PREMIUM PLAZA,POLOS,16
42,PREMIUM PLAZA,TAPABOCAS,1
42,PREMIUM PLAZA,VESTIDOS,2
42,PUERTA DEL NTE,BERMUDA,5
42,PUERTA DEL NTE,BLUSAS,48
42,PUERTA DEL NTE,BUSOS,6
42,PUERTA DEL NTE,CAMIBUSOS,5
42,PUERTA DEL NTE,CAMISAS,54
42,PUERTA DEL NTE,CAMISETAS,55
42,PUERTA DEL NTE,CHAQUETAS,3
42,PUERTA DEL NTE,CORREAS,2
42,PUERTA DEL NTE,JEANS,239
42,PUERTA DEL NTE,JOGGER,38
42,PUERTA DEL NTE,PANTALON COLOR,106
42,PUERTA DEL NTE,POLOS,28
42,PUERTA DEL NTE,TAPABOCAS,9
42,PUERTA DEL NTE,VESTIDOS,5
42,RIONEGRO,BERMUDA,5
42,RIONEGRO,BLUSAS,56
42,RIONEGRO,BUSOS,2
42,RIONEGRO,CAMIBUSOS,13
42,RIONEGRO,CAMISAS,68
42,RIONEGRO,CAMISETAS,45
42,RIONEGRO,CHAQUETAS,6
42,RIONEGRO,CORREAS,5
42,RIONEGRO,JEANS,319
42,RIONEGRO,JOGGER,36
42,RIONEGRO,PANTALON COLOR,104
42,RIONEGRO,POLOS,39
42,RIONEGRO,TAPABOCAS,3
42,RIONEGRO,VESTIDOS,8
42,RIONEGRO PARQUE,BLUSAS,27
42,RIONEGRO PARQUE,BUSOS,1
42,RIONEGRO PARQUE,CAMIBUSOS,5
42,RIONEGRO PARQUE,CAMISAS,26
42,RIONEGRO PARQUE,CAMISETAS,17
42,RIONEGRO PARQUE,CHAQUETAS,1
42,RIONEGRO PARQUE,CORREAS,4
42,RIONEGRO PARQUE,JEANS,62
42,RIONEGRO PARQUE,JOGGER,2
42,RIONEGRO PARQUE,PANTALON COLOR,12
42,RIONEGRO PARQUE,POLOS,8
42,TERMINAL DEL NORTE,BERMUDA,2
42,TERMINAL DEL NORTE,BLUSAS,33
42,TERMINAL DEL NORTE,BUSOS,5
42,TERMINAL DEL NORTE,CAMIBUSOS,20
42,TERMINAL DEL NORTE,CAMISAS,60
42,TERMINAL DEL NORTE,CAMISETAS,37
42,TERMINAL DEL NORTE,CHAQUETAS,3
42,TERMINAL DEL NORTE,CORREAS,2
42,TERMINAL DEL NORTE,JEANS,199
42,TERMINAL DEL NORTE,JOGGER,22
42,TERMINAL DEL NORTE,PANTALON COLOR,78
42,TERMINAL DEL NORTE,POLOS,35
42,TERMINAL DEL NORTE,TAPABOCAS,2
42,TERMINAL DEL NORTE,VESTIDOS,3
42,VIVA ENVIGADO,BERMUDA,3
42,VIVA ENVIGADO,BLUSAS,29
42,VIVA ENVIGADO,BUSOS,1
42,VIVA ENVIGADO,CAMIBUSOS,14
42,VIVA ENVIGADO,CAMISAS,53
42,VIVA ENVIGADO,CAMISETAS,36
42,VIVA ENVIGADO,CHAQUETAS,3
42,VIVA ENVIGADO,CORREAS,1
42,VIVA ENVIGADO,JEANS,221
42,VIVA ENVIGADO,JOGGER,20
42,VIVA ENVIGADO,PANTALON COLOR,96
42,VIVA ENVIGADO,POLOS,22
42,VIVA ENVIGADO,TAPABOCAS,4
43,ARKADIA,BERMUDA,2
43,ARKADIA,BLUSAS,15
43,ARKADIA,BUSOS,1
43,ARKADIA,CAMIBUSOS,6
43,ARKADIA,CAMISAS,27
43,ARKADIA,CAMISETAS,24
43,ARKADIA,CHAQUETAS,2
43,ARKADIA,CORREAS,2
43,ARKADIA,JEANS,124
43,ARKADIA,JOGGER,9
43,ARKADIA,PANTALON COLOR,62
43,ARKADIA,POLOS,18
43,ARKADIA,TAPABOCAS,7
43,ARKADIA,VESTIDOS,1
43,COMPRETEX ECOMMERCE,BERMUDA,11
43,COMPRETEX ECOMMERCE,BLUSAS,22
43,COMPRETEX ECOMMERCE,BUSOS,2
43,COMPRETEX ECOMMERCE,CAMIBUSOS,15
43,COMPRETEX ECOMMERCE,CAMISAS,51
43,COMPRETEX ECOMMERCE,CAMISETAS,69
43,COMPRETEX ECOMMERCE,CHAQUETAS,13
43,COMPRETEX ECOMMERCE,CORREAS,8
43,COMPRETEX ECOMMERCE,JEANS,279
43,COMPRETEX ECOMMERCE,JOGGER,36
